Rating,AccountId,NumberOfCustomers,NetValueCalculated,Number of transactions,SAPRelation,NumberOfEmployees,Industry
A,27515450,1,1170.0,1,Customer,250>x>50,Service Industries
B,2078820,1,1247.73,1,Customer,<50,Service Industries
B,3359021,1,1654.1,1,Prospective Customer,250>x>50,Public Services
B,1080885,1,1800.0,1,Consultant,>250,Energy and Natural Resources
B,10858876,1,1800.0,1,Consultant,>250,Energy and Natural Resources
B,1108408,1,1800.0,1,Consultant,>250,Energy and Natural Resources
A,162053,1,3600.0,1,Customer,<50,Service Industries
B,4542961,1,7200.0,1,Prospective Customer,<50,Discrete Industries
C,1083833,1,0.0,1,Consultant,>250,Energy and Natural Resources
C,176887,1,0.0,1,Customer,<50,Service Industries
C,10350346,1,51.14,1,Press/Analyst,>250,Energy and Natural Resources
C,28874463,1,66.1,1,Customer,250>x>50,Consumer Industries
C,12912810,1,179.0,1,Consultant,>250,Financial Services
C,28875278,1,225.0,1,Customer,250>x>50,Consumer Industries
C,7128377,1,225.0,1,Prospective Customer,250>x>50,Discrete Industries
C,28875221,1,250.0,1,Customer,250>x>50,Consumer Industries
C,28873520,1,327.81,1,Customer,250>x>50,Consumer Industries
C,24887482,1,350.85,1,Customer,250>x>50,Service Industries
C,265972,1,419.49,1,Customer,<50,Service Industries
C,28869500,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28870390,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28874409,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28875223,1,419.49,1,Customer,250>x>50,Consumer Industries
C,6876584,1,419.49,1,Prospective Customer,250>x>50,Discrete Industries
C,50029359,1,450.0,1,Prospective Customer,250>x>50,Discrete Industries
C,28251976,1,479.0,1,Customer,250>x>50,Consumer Industries
C,10523240,1,499.0,1,Consultant,>250,Energy and Natural Resources
C,10873924,1,504.24,1,Consultant,>250,Energy and Natural Resources
C,28875328,1,504.24,1,Customer,250>x>50,Consumer Industries
C,957562,1,588.0,1,Prospective Customer,250>x>50,Discrete Industries
C,28875330,1,755.08,1,Customer,250>x>50,Consumer Industries
A,28054703,1,1132.63,1,Customer,250>x>50,Service Industries
B,28875167,1,1132.63,1,Customer,250>x>50,Consumer Industries
B,28878280,1,1132.63,1,Customer,250>x>50,Consumer Industries
B,1085392,1,1800.0,1,Consultant,>250,Energy and Natural Resources
A,1263299,1,1868.18,1,Consultant,>250,Financial Services
B,9803703,1,2247.1,1,Prospective Customer,250>x>50,Discrete Industries
A,206054,1,5915.6,1,Customer,<50,Service Industries
C,25619916,1,112.82,1,Customer,250>x>50,Service Industries
C,26620682,1,112.82,1,Customer,<50,Service Industries
C,7083274,1,179.0,1,Prospective Customer,250>x>50,Discrete Industries
C,28874959,1,250.0,1,Customer,250>x>50,Consumer Industries
C,7190752,1,374.52,1,Prospective Customer,250>x>50,Discrete Industries
C,28878976,1,838.98,1,Customer,250>x>50,Consumer Industries
C,28878979,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28880385,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28880890,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28881622,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28881935,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28882556,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28883408,1,419.49,1,Customer,250>x>50,Consumer Industries
B,13119011,1,512.12,1,Consultant,>250,Financial Services
B,1226579,1,588.0,1,Consultant,>250,Financial Services
C,8601084,1,630.51,1,Prospective Customer,250>x>50,Discrete Industries
B,12684720,1,755.08,1,Consultant,>250,Financial Services
A,11733001,1,1197.0,1,Consultant,>250,Financial Services
A,28748683,1,5484.34,1,Customer,250>x>50,Consumer Industries
A,24870154,1,8378.720000000001,1,Customer,250>x>50,Service Industries
A,9597402,1,23576.27,1,Prospective Customer,>250,Discrete Industries
C,9324841,1,0.0,1,Prospective Customer,250>x>50,Discrete Industries
C,26135528,1,60.0,1,Customer,250>x>50,Service Industries
C,28522540,1,377.54,1,Customer,<50,Consumer Industries
C,28200771,1,111.86,1,Customer,250>x>50,Service Industries
C,28207959,1,141.06,1,Customer,250>x>50,Service Industries
C,5486446,1,271.79,1,Prospective Customer,250>x>50,Discrete Industries
B,28888107,1,1510.17,1,Customer,250>x>50,Consumer Industries
C,15472124,1,0.0,1,Customer,250>x>50,Service Industries
C,2000480,1,0.0,1,Customer,<50,Service Industries
C,50027698,1,0.0,1,Prospective Customer,250>x>50,Discrete Industries
C,28898656,1,61.02,1,Customer,250>x>50,Consumer Industries
C,5174336,1,61.59,1,Prospective Customer,250>x>50,Discrete Industries
C,1233173,1,139.35,1,Consultant,>250,Financial Services
C,1189839,1,150.97,1,Consultant,>250,Financial Services
C,266713,1,250.0,1,Customer,<50,Service Industries
C,28897939,1,250.0,1,Customer,250>x>50,Consumer Industries
C,28895426,1,327.81,1,Customer,250>x>50,Consumer Industries
C,28898589,1,377.54,1,Customer,250>x>50,Consumer Industries
C,28889150,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28892805,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28894757,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28895442,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28895641,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28897588,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28901916,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28893126,1,479.0,1,Customer,250>x>50,Consumer Industries
B,1192713,1,498.0,1,Consultant,>250,Financial Services
C,23928054,1,898.46,1,Customer,<50,Service Industries
C,25026437,1,755.08,1,Customer,<50,Service Industries
C,28893589,1,755.08,1,Customer,250>x>50,Consumer Industries
C,9641514,1,0.0,1,Prospective Customer,250>x>50,Discrete Industries
C,27590155,1,58.97,1,Customer,250>x>50,Service Industries
C,11130726,1,250.0,1,Consultant,>250,Energy and Natural Resources
C,12094680,1,250.0,1,Consultant,>250,Financial Services
C,28906006,1,250.0,1,Customer,250>x>50,Consumer Industries
C,8336276,1,250.0,1,Prospective Customer,250>x>50,Discrete Industries
C,15484020,1,269.1,1,Customer,250>x>50,Service Industries
C,4966580,1,327.81,1,Prospective Customer,250>x>50,Discrete Industries
C,11143493,1,377.54,1,Consultant,>250,Energy and Natural Resources
C,28910365,1,377.54,1,Customer,250>x>50,Consumer Industries
C,162174,1,419.49,1,Customer,<50,Service Industries
C,23867233,1,419.49,1,Customer,<50,Service Industries
B,27993897,1,419.49,1,Customer,250>x>50,Service Industries
C,28642598,1,419.49,1,Customer,<50,Consumer Industries
C,28905600,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28910847,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28911162,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28911165,1,419.49,1,Customer,250>x>50,Consumer Industries
C,6844644,1,419.49,1,Prospective Customer,250>x>50,Discrete Industries
C,28905280,1,468.18,1,Customer,250>x>50,Consumer Industries
C,205760,1,600.0,1,Customer,<50,Service Industries
C,28905652,1,755.08,1,Customer,250>x>50,Consumer Industries
B,28213977,1,1085.59,1,Customer,250>x>50,Service Industries
A,1240704,1,2250.0,1,Consultant,>250,Financial Services
C,24567546,1,0.0,1,Customer,<50,Service Industries
C,25532715,1,55.93,1,Customer,250>x>50,Service Industries
C,16941644,1,60.0,1,Customer,250>x>50,Service Industries
C,1244326,1,146.15,1,Consultant,>250,Financial Services
C,28915224,1,179.0,1,Customer,250>x>50,Consumer Industries
C,28918916,1,179.0,1,Customer,250>x>50,Consumer Industries
C,5650165,1,220.65,1,Prospective Customer,250>x>50,Discrete Industries
C,28916635,1,225.0,1,Customer,250>x>50,Consumer Industries
C,1123347,1,250.0,1,Consultant,>250,Financial Services
C,28910504,1,500.0,1,Customer,250>x>50,Consumer Industries
C,28918869,1,250.0,1,Customer,250>x>50,Consumer Industries
C,28918895,1,250.0,1,Customer,250>x>50,Consumer Industries
C,28918945,1,377.54,1,Customer,250>x>50,Consumer Industries
C,50011387,1,377.54,1,Prospective Customer,250>x>50,Discrete Industries
B,25582729,1,419.49,1,Customer,250>x>50,Service Industries
C,28910912,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28917564,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28918060,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28918579,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28919244,1,419.49,1,Customer,250>x>50,Consumer Industries
A,28899437,1,5484.34,1,Customer,250>x>50,Consumer Industries
C,28918063,1,450.0,1,Customer,250>x>50,Consumer Industries
C,28919242,1,603.87,1,Customer,250>x>50,Consumer Industries
A,4962099,1,9151.099999999999,1,Prospective Customer,<50,Discrete Industries
A,28093048,1,1731.96,1,Customer,250>x>50,Service Industries
B,2988073,1,755.08,1,SAP Employee,>250,Service Industries
B,7197997,1,1093.22,1,Prospective Customer,250>x>50,Discrete Industries
C,10691993,1,1170.0,1,Consultant,>250,Energy and Natural Resources
A,1153953,1,1197.0,1,Consultant,>250,Financial Services
A,25630757,1,3305.08,1,Customer,250>x>50,Service Industries
A,25954115,1,18055.690000000002,1,Customer,>250,Service Industries
C,1221974,1,0.0,1,Consultant,>250,Financial Services
C,3339185,1,39.0,1,Prospective Customer,250>x>50,Public Services
C,5809202,1,53.97,1,Prospective Customer,250>x>50,Discrete Industries
C,28911479,1,61.59,1,Customer,250>x>50,Consumer Industries
C,50001248,1,179.0,1,Prospective Customer,250>x>50,Discrete Industries
C,28875865,1,195.36,1,Customer,250>x>50,Consumer Industries
C,25035407,1,225.0,1,Customer,<50,Service Industries
C,28920979,1,295.03,1,Customer,250>x>50,Consumer Industries
C,5620894,1,611.52,1,Prospective Customer,250>x>50,Discrete Industries
C,24592183,1,416.13,1,Customer,<50,Service Industries
C,18376212,1,419.49,1,Customer,<50,Service Industries
C,231326,1,419.49,1,Customer,<50,Service Industries
C,24516560,1,419.49,1,Customer,<50,Service Industries
C,28920981,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28919313,1,451.01,1,Customer,250>x>50,Consumer Industries
C,28912401,1,479.0,1,Customer,250>x>50,Consumer Industries
C,28919000,1,494.34,1,Customer,250>x>50,Consumer Industries
C,28920494,1,590.07,1,Customer,250>x>50,Consumer Industries
C,17433188,1,818.45,1,Customer,<50,Service Industries
C,28728846,1,675.0,1,Customer,250>x>50,Consumer Industries
C,28920960,1,679.58,1,Customer,250>x>50,Consumer Industries
A,27226540,1,1205.08,1,Customer,250>x>50,Service Industries
C,28921018,1,755.08,1,Customer,250>x>50,Consumer Industries
B,21362735,1,900.0,1,Customer,250>x>50,Service Industries
A,1134607,1,1819.73,1,Consultant,>250,Financial Services
B,19313115,1,1819.73,1,Customer,<50,Service Industries
A,1088434,1,7050.0,1,Consultant,>250,Energy and Natural Resources
A,16538128,1,9233.9,1,Customer,<50,Service Industries
A,159919,1,25000.0,1,Customer,<50,Service Industries
C,160134,1,0.0,1,Customer,<50,Service Industries
C,13569324,1,62.23,1,Consultant,>250,Financial Services
C,24170227,1,63.69,1,Customer,<50,Service Industries
C,3427388,1,209.27,1,Prospective Customer,250>x>50,Public Services
C,28922715,1,212.5,1,Customer,250>x>50,Consumer Industries
C,28921786,1,225.0,1,Customer,250>x>50,Consumer Industries
C,10380040,1,419.49,1,Press/Analyst,>250,Energy and Natural Resources
C,23812686,1,419.49,1,Customer,<50,Service Industries
C,24258236,1,419.49,1,Customer,<50,Service Industries
C,28921702,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28921789,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28922770,1,419.49,1,Customer,250>x>50,Consumer Industries
C,17261673,1,446.44,1,Customer,<50,Service Industries
B,24973851,1,468.18,1,Customer,250>x>50,Service Industries
C,6851854,1,588.0,1,Prospective Customer,250>x>50,Discrete Industries
A,1123731,1,1176.0,1,Consultant,>250,Financial Services
A,26184779,1,3238.49,1,Customer,250>x>50,Service Industries
C,28228971,1,53.97,1,Customer,250>x>50,Service Industries
C,28229008,1,60.66,1,Customer,250>x>50,Service Industries
C,26841606,1,156.78,1,Customer,250>x>50,Service Industries
C,1084158,1,588.0,1,Consultant,>250,Energy and Natural Resources
C,8721411,1,250.0,1,Prospective Customer,<50,Discrete Industries
C,10066108,1,327.81,1,Press/Analyst,>250,Energy and Natural Resources
C,16692401,1,327.81,1,Customer,250>x>50,Service Industries
C,28928745,1,327.81,1,Customer,250>x>50,Consumer Industries
C,28929664,1,377.54,1,Customer,250>x>50,Consumer Industries
B,13580556,1,419.49,1,Consultant,>250,Financial Services
C,28920084,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28920086,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28920088,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28929809,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28930005,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28930088,1,419.49,1,Customer,250>x>50,Consumer Industries
C,7421527,1,512.12,1,Prospective Customer,250>x>50,Discrete Industries
C,9524956,1,512.12,1,Prospective Customer,250>x>50,Discrete Industries
C,28930079,1,679.58,1,Customer,250>x>50,Consumer Industries
C,28940197,1,250.0,1,Customer,250>x>50,Consumer Industries
C,180667,1,264.41,1,Customer,<50,Service Industries
C,28939733,1,295.03,1,Customer,250>x>50,Consumer Industries
C,28933369,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28933950,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28934454,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28935688,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28935949,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28939729,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28939731,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28940193,1,419.49,1,Customer,250>x>50,Consumer Industries
C,7882734,1,419.49,1,Prospective Customer,250>x>50,Discrete Industries
C,28933627,1,431.1,1,Customer,250>x>50,Consumer Industries
B,11544962,1,528.81,1,Consultant,>250,Financial Services
B,1136850,1,588.0,1,Consultant,>250,Financial Services
C,28936005,1,755.08,1,Customer,250>x>50,Consumer Industries
B,28935296,1,1024.24,1,Customer,250>x>50,Consumer Industries
B,27981808,1,1103.23,1,Customer,250>x>50,Service Industries
B,4529749,1,1992.0,1,Prospective Customer,250>x>50,Discrete Industries
A,12676664,1,2560.61,1,Consultant,>250,Financial Services
A,4845262,1,7200.0,1,Prospective Customer,250>x>50,Discrete Industries
C,17764461,1,0.0,1,Customer,<50,Service Industries
C,7781123,1,60.0,1,Prospective Customer,250>x>50,Discrete Industries
C,11979468,1,53.39,1,Consultant,>250,Financial Services
C,33122,1,61.02,1,Prospective Customer,250>x>50,Public Services
C,28942734,1,250.0,1,Customer,250>x>50,Consumer Industries
C,7749588,1,250.0,1,Prospective Customer,250>x>50,Discrete Industries
C,1251693,1,292.05,1,Consultant,>250,Financial Services
C,28942540,1,327.81,1,Customer,250>x>50,Consumer Industries
C,28945901,1,377.54,1,Customer,250>x>50,Consumer Industries
C,28944364,1,838.98,1,Customer,250>x>50,Consumer Industries
C,28945120,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28945625,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28945663,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28945846,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28945897,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28945913,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28946577,1,419.49,1,Customer,250>x>50,Consumer Industries
B,25556598,1,448.78,1,Customer,250>x>50,Service Industries
C,4411311,1,479.0,1,Prospective Customer,250>x>50,Discrete Industries
C,28942099,1,504.24,1,Customer,250>x>50,Consumer Industries
C,28942732,1,504.24,1,Customer,250>x>50,Consumer Industries
C,1096176,1,588.0,1,Consultant,>250,Energy and Natural Resources
C,28945665,1,755.08,1,Customer,250>x>50,Consumer Industries
C,28947394,1,885.1,1,Customer,250>x>50,Consumer Industries
B,7253596,1,7374.84,1,Prospective Customer,<50,Discrete Industries
A,6203514,1,22596.61,1,Prospective Customer,>250,Discrete Industries
A,957824,1,25000.0,1,Prospective Customer,>250,Discrete Industries
C,1090321,1,58.97,1,Consultant,>250,Energy and Natural Resources
C,223504,1,61.02,1,Customer,250>x>50,Service Industries
C,28951621,1,63.56,1,Customer,250>x>50,Consumer Industries
C,8610167,1,125.65,1,Prospective Customer,250>x>50,Discrete Industries
C,28956149,1,250.0,1,Customer,250>x>50,Consumer Industries
C,28951008,1,299.0,1,Customer,250>x>50,Consumer Industries
C,28952217,1,327.81,1,Customer,250>x>50,Consumer Industries
C,28952324,1,327.81,1,Customer,250>x>50,Consumer Industries
C,28952154,1,377.54,1,Customer,250>x>50,Consumer Industries
C,162761,1,419.49,1,Customer,<50,Service Industries
C,28946560,1,838.98,1,Customer,250>x>50,Consumer Industries
C,28951977,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28952053,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28952055,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28952156,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28952220,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28952320,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28952340,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28953198,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28949373,1,441.88,1,Customer,250>x>50,Consumer Industries
C,28949375,1,441.88,1,Customer,250>x>50,Consumer Industries
C,28949380,1,451.01,1,Customer,250>x>50,Consumer Industries
C,28944366,1,479.0,1,Customer,250>x>50,Consumer Industries
B,273587,1,504.24,1,Customer,250>x>50,Service Industries
C,2068506,1,543.59,1,Customer,<50,Service Industries
C,28951891,1,679.58,1,Customer,250>x>50,Consumer Industries
B,7252500,1,7277.42,1,Prospective Customer,<50,Discrete Industries
C,16064613,1,0.0,1,Customer,250>x>50,Consumer Industries
B,26321685,1,377.54,1,Customer,250>x>50,Service Industries
C,18462859,1,419.49,1,Customer,<50,Service Industries
C,28961436,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28961349,1,479.0,1,Customer,250>x>50,Consumer Industries
B,16698597,1,504.24,1,Customer,250>x>50,Service Industries
B,26222291,1,535.23,1,Customer,250>x>50,Service Industries
C,3225322,1,588.0,1,Prospective Customer,250>x>50,Public Services
C,1095924,1,1140.0,1,Consultant,>250,Energy and Natural Resources
C,10351575,1,1180.13,1,Press/Analyst,>250,Energy and Natural Resources
A,11417223,1,3600.0,1,Consultant,>250,Financial Services
C,28365995,1,53.39,1,Customer,250>x>50,Service Industries
C,28962378,1,220.65,1,Customer,250>x>50,Consumer Industries
C,1217090,1,147.0,1,Consultant,>250,Financial Services
C,23356400,1,240.65,1,Customer,<50,Service Industries
B,25727074,1,419.49,1,Customer,250>x>50,Service Industries
B,25880802,1,419.49,1,Customer,250>x>50,Service Industries
